listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
17252229,116268542,f,within a few hours,100%,12,93,Warm and welcoming. I attract respect from others and happily welcome you into my home. ,"['email', 'reviews']"
16928296,16732712,f,N/A,N/A,0,,"I'm an attorney in New York City. My last trip with AirBNB was to Colombia and Brazil with family. I'm now planning a trip to TX (Austin, Houston and Dallas).","['email', 'phone', 'reviews', 'jumio', 'work_email']"
1386742,40100,t,within an hour,100%,110,97,"About me: 40 (but I feel 29-ish!), Project Manager. I am a friendly, thoughtful and a responsible person. I love wine, broadway shows and photography. I take pride in leaving a space just as I'd expect it myself, and I hope you feel the same about my home, should you choose to stay. I have lived in NYC 11 years and I have a 6 year old schnauzer/jack russell mix. He is a quiet dog, doesn't bark and is hypoallergenic (and no shedding). I love to travel and hear about other places. Look forward to meeting you!","['email', 'phone', 'reviews', 'kba']"
11121959,47851593,t,within an hour,100%,98,96,"My husband Jason and I moved to NYC last year from Connecticut. Recently we made a decision to rent out one of our aparment rooms to respectful guests who are looking for a budget friendly option in NYC. We are both easy-going and willing to meet more friends from around the world. We hope to see you soon and will make sure you enjoy your staying in our apartment.  Great neighborhood with good local amenities. Close to subway and bus stations, 24 hrs supermarket and good restaurant nearby. Safe area to get around even come home late at night(2,3am). The room is on the 4th floor of the pre-war building with elevator. We got the room furnished with Ikea bed,mattress,night stand and shelf. If you need anything or have any advice or suggestion,please feel free to let us know.  Communication makes a better understanding and courtesy. We will do our best to make your staying comfortable and pleasant. Welcome!","['email', 'phone', 'reviews', 'jumio']"
15079215,2402292,t,within an hour,100%,22,100,"I love to travel and am happy to welcome other fellow travelers in my home in New York City. Since I used Airbnb as a guest in the past, now as a host I understand how the guests feel when they arrive to somebody else's apartment after a long trip, or a long day of sightseeing, so I try to accommodate them as much as I can. And as of recently, I can offer a home that is environmentally friendly. Our solar panels are now generating electric energy! That is our contribution to the environment. So, help us protect the Earth and stay in our solar powered apartment in our house in Astoria, within the walking distance of the East River and the waterfront, in one of the most diverse neighborhoods in the USA. Welcome to New York City!","['email', 'phone', 'reviews', 'kba']"
291764,302936,f,within a few hours,100%,41,81,"A traveler myself, I love connecting with people from all over the globe. Feel free to ask me any questions, whether about wellness or stuff to do in NYC. And please, come share your stories!Warmly,MelodyPS:  being from Argentina, I am a native Spanish-speaker. I can also fend for myself (sort of) in Hebrew.","['email', 'phone', 'facebook', 'reviews', 'kba']"
18827666,47064454,f,within a few hours,100%,0,,I am an outgoing Aussie living in NYC. I love the outdoors and exploring this beautiful city. I am also interested in interior design and real estate. ,"['email', 'phone', 'facebook', 'reviews']"
24143,97219,t,within an hour,100%,256,95,"Hey there. I'm Seth.I write for magazines and sometimes appear on a few TV shows. I've been doing the Airbnb thing for quite awhile now, and love having the opportunity to share my favorite parts of my neighborhood with travelers, and to help them stray from the beaten path. I'm here if you have any questions!","['email', 'phone', 'reviews', 'jumio']"
13528101,66981456,f,within a few hours,100%,9,98,"Hi! I am a hospitality manager who loves living in New York  City! I dabble in photography, love museums, live music and exploring new places. I love meeting new people and am happy to help you navigate the city on your visit. ","['email', 'phone', 'reviews']"
17304849,46493114,f,within an hour,100%,2,90,"I'm originally from Hatillo, Puerto Rico. Usually you find me painting, writing and acting in several types of projects/plays/shorts. I am a reader. If you get a chance to stay at my place, you'll enjoy a glance from my little book collection.  ","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
4881420,25112856,f,within an hour,100%,15,95,"I'm a musician, translator, martial arts practitioner/teacher, avid tango dancer (also salsa, swing), voice over talent. I'm very social, love to travel, meet people from all over the world, share culture & learn from others.","['email', 'phone', 'reviews', 'kba']"
9479616,49133929,f,within a few hours,100%,50,90,"My girlfriend and I are both working artists in NYC.  I am a working Drummer and producer, and she is and actor.  We have lived in Williamsburg for quite some time, and it has become our home.  We like Coffee, Thai Food, Yoga, comedy, and  getting out of NYC to explore nature.  ","['email', 'phone', 'reviews']"
204598,1004823,f,within an hour,100%,140,93,"Avid traveler, multilingual, and New Yorker...graduate student","['email', 'phone', 'reviews', 'kba']"
6559926,26270573,f,within an hour,100%,36,92,I love traveling and exploring new areas. New York City is my favorite place to live and I am excited to be able to share my beautiful home with people who love traveling and exploring fascinating destinations.My apartment is in a gorgeous manhattan neighborhood surrounded by amazing restaurants and a short walk to the subway and Central Park!,"['email', 'phone', 'amex', 'reviews', 'jumio']"
18111915,124768475,f,within an hour,100%,2,100,"I'm an artist , I'm very easy going & love children & animals actually I have a little kitten his name is Pollino ","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
60182,289810,f,within a day,100%,3,100,"Hi, I'm a very friendly host and I like to give a great place to my guests so they can have a great experience in the city. The room is always clean and ready when the guest arrive for the check in.  I'm very considerate and always available to answer any question the guest can have.","['email', 'phone', 'facebook', 'reviews']"
9470528,48854322,f,within an hour,100%,50,87,"Raised in Seoul, then came to NYC to raise my two children in the early 80's. I'm a small business owner in Queens & Brooklyn who loves golfing, nature, and long scenic drives. I hope to provide guests from all over the world with comfortable and thoughtful accommodations. Let me know how I can make your stay in NYC more enjoyable! ","['email', 'phone', 'reviews', 'jumio']"
18424903,2948325,f,within an hour,100%,1,100,im from new york,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
9115627,47500079,f,within an hour,100%,18,96,"I am a cyber security specialist working in the financial industry.  I have dual citizenship ( USA, Netherlands) , living with my boyfriend.  We have lived in the apartment for the past year and enjoy the neighborhood.   We enjoy an organized clean living environment, yoga  and music for the brain on Spotify.","['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
4824361,1445060,f,N/A,N/A,0,,I was originally from Hong Kong and went to school in Hawaii.  I have been in the states for over 20 years and in New York City on and off for about 12 years.  I work as an architect and would love to stay in a household when traveling so that I can truly learn the local culture by hanging out with the locals.  I am a responsible and mature person.  Do not like to bother people or cause inconvenience.  ,"['email', 'phone', 'facebook', 'reviews', 'kba']"
